hour,PULocationID,dayofweek,demanda
3,186,6,8.46
3,202,6,0.12
3,209,0,0.12
3,209,5,0.12
3,209,6,0.12
3,211,0,0.58
3,211,3,0.58
3,211,4,1.74
3,211,5,6.49
3,211,6,6.37
3,224,4,0.58
3,224,5,0.7
3,224,6,0.81
3,229,0,0.81
3,229,1,0.7
3,229,2,1.04
3,229,3,0.58
3,229,4,1.74
3,229,5,3.94
3,229,6,3.59
3,230,0,2.9
3,230,1,1.74
3,230,2,2.67
3,230,3,3.71
3,230,4,4.29
3,230,5,7.76
3,230,6,11.36
3,231,0,0.35
3,231,2,2.32
3,231,3,1.51
3,231,4,2.9
3,231,5,9.39
3,231,6,8.0
3,232,0,0.12
3,232,3,0.12
3,232,4,0.23
3,232,5,1.04
3,232,6,2.09
3,233,0,0.46
3,233,1,0.35
3,233,2,0.35
3,233,3,0.81
3,233,4,0.93
3,233,5,1.16
3,233,6,1.85
3,234,0,0.93
3,234,1,0.46
3,234,2,0.58
3,234,3,0.81
3,234,4,1.85
3,234,5,5.56
3,234,6,9.04
3,236,0,0.35
3,236,1,0.23
3,236,2,0.12
3,236,3,0.23
3,236,4,0.58
3,236,5,0.81
3,236,6,0.81
3,237,0,0.81
3,237,1,0.23
3,237,2,0.23
3,237,3,0.23
3,237,4,0.7
3,237,5,1.27
3,237,6,2.32
3,238,0,0.23
3,238,1,0.12
3,238,2,0.23
3,238,3,0.35
3,238,4,0.35
3,238,5,0.58
3,238,6,1.16
3,239,0,0.58
3,239,1,0.23
3,239,2,0.12
3,239,3,0.23
3,239,4,0.23
3,239,5,1.16
3,239,6,1.85
3,243,5,0.23
3,244,5,0.35
3,246,0,3.94
3,246,1,0.81
3,246,2,0.93
3,246,3,7.18
3,246,4,3.36
3,246,5,17.27
3,246,6,19.47
3,249,0,3.48
3,249,1,1.51
3,249,2,2.32
3,249,3,2.43
3,249,4,6.14
3,249,5,24.33
3,249,6,27.58
3,261,0,0.12
3,261,1,0.35
3,261,2,0.12
3,261,3,0.23
3,261,4,0.35
3,261,5,0.35
3,261,6,1.16
3,262,0,0.12
3,262,2,0.12
3,262,3,0.35
3,262,4,0.7
3,262,5,0.23
3,262,6,0.7
3,263,0,0.58
3,263,1,0.81
3,263,2,0.81
3,263,3,1.16
3,263,4,1.16
3,263,5,5.21
3,263,6,6.95
4,4,0,0.12
4,4,4,0.23
4,4,5,1.16
4,4,6,1.51
4,12,4,0.12
4,13,0,0.12
4,13,1,0.23
4,13,2,0.7
4,13,3,0.12
4,13,4,0.23
4,13,5,0.12
4,13,6,0.12
4,24,1,0.23
4,24,5,0.23
4,24,6,0.46
4,41,0,0.12
4,41,2,0.12
4,41,4,0.23
4,41,5,0.35
4,41,6,0.46
4,42,0,0.58
4,42,1,0.12
4,42,2,0.58
4,42,3,0.35
4,42,4,0.58
4,42,5,0.23
4,42,6,0.35
4,43,0,0.23
4,43,2,0.23
4,43,3,0.12
4,43,4,0.23
4,43,6,0.12
4,45,4,0.12
4,45,5,0.23
4,45,6,0.46
4,48,0,4.63
4,48,1,3.36
4,48,2,3.48
4,48,3,4.75
4,48,4,6.37
4,48,5,10.08
4,48,6,11.94
4,50,0,0.35
4,50,1,0.12
4,50,2,0.12
4,50,3,1.04
4,50,4,0.81
4,50,5,1.51
4,50,6,3.24
4,68,0,2.2
4,68,1,0.35
4,68,2,0.46
4,68,3,1.16
4,68,4,3.24
4,68,5,4.98
4,68,6,7.76
4,74,0,0.12
4,74,1,0.12
4,74,2,0.7
4,74,3,0.12
4,74,4,0.12
4,74,5,0.46
4,74,6,0.46
4,75,0,0.23
4,75,1,0.12
4,75,2,0.12
4,75,3,0.7
4,75,4,0.58
4,75,5,0.58
4,75,6,0.46
4,79,0,1.74
4,79,1,1.27
4,79,2,1.85
4,79,3,2.43
4,79,4,4.87
4,79,5,15.3
4,79,6,24.45
4,87,1,0.12
4,87,2,0.12
4,87,3,0.35
4,87,4,0.81
4,87,5,0.35
4,87,6,0.58
4,88,3,0.12
4,88,4,0.12
4,88,5,0.23
4,88,6,0.23
4,90,0,0.93
4,90,1,1.04
4,90,2,1.27
4,90,3,1.16
4,90,4,2.2
4,90,5,4.17
4,90,6,6.03
4,100,0,1.74
4,100,1,1.04
4,100,2,1.74
4,100,3,1.85
4,100,4,1.85
4,100,5,3.24
4,100,6,4.75
4,107,0,0.93
4,107,1,0.46
4,107,2,1.27
4,107,3,0.46
4,107,4,1.51
4,107,5,4.4
4,107,6,6.84
4,113,0,0.23
4,113,1,0.35
4,113,3,0.23
4,113,4,0.81
4,113,5,2.43
4,113,6,1.62
4,114,0,0.58
4,114,1,0.46
4,114,2,0.35
4,114,3,0.93
4,114,4,0.93
4,114,5,3.82
4,114,6,6.49
4,116,1,0.12
4,116,2,0.12
4,116,5,0.46
4,116,6,0.23
4,125,0,0.7
4,125,1,0.12
4,125,3,1.27
4,125,4,0.81
4,125,5,1.97
4,125,6,1.51
4,127,6,0.12
4,137,0,0.58
4,137,1,0.46
4,137,2,0.7
4,137,3,0.81
4,137,4,0.93
4,137,5,2.9
4,137,6,3.36
4,140,0,0.81
4,140,1,0.58
4,140,2,0.81
4,140,3,0.93
4,140,4,1.51
4,140,5,1.39
4,140,6,1.85
4,141,0,2.32
4,141,1,1.62
4,141,2,1.62
4,141,3,2.2
4,141,4,2.32
4,141,5,3.82
4,141,6,3.01
4,142,0,0.58
4,142,1,0.58
4,142,2,1.04
4,142,3,0.7
4,142,4,1.27
4,142,5,0.81
4,142,6,1.51
4,143,1,0.23
4,143,2,0.35
4,143,4,0.12
4,143,5,0.58
4,143,6,0.7
4,144,0,0.23
4,144,2,0.23
4,144,3,0.23
4,144,4,1.62
4,144,5,4.87
4,144,6,8.11
4,148,0,0.46
4,148,1,0.35
4,148,2,0.35
4,148,3,2.09
4,148,4,3.82
4,148,5,12.86
4,148,6,14.02
4,151,0,0.46
4,151,1,0.35
4,151,2,0.58
4,151,4,0.23
4,151,5,0.35
4,151,6,0.81
4,152,0,0.12
4,152,1,0.12
4,152,3,0.12
4,152,4,0.12
4,152,6,0.23
4,158,0,0.23
4,158,2,0.46
4,158,3,0.46
4,158,4,0.23
4,158,5,2.55
4,158,6,1.97
4,161,0,0.7
4,161,1,0.81
4,161,2,1.39
4,161,3,1.62
4,161,4,2.9
4,161,5,0.93
4,161,6,1.74
4,162,0,1.16
4,162,1,0.93
4,162,2,0.7
4,162,3,1.51
4,162,4,1.04
4,162,5,3.01
4,162,6,2.55
4,163,0,1.51
4,163,1,1.04
4,163,2,0.93
4,163,3,1.27
4,163,4,1.16
4,163,5,4.06
4,163,6,2.9
4,164,0,1.74
4,164,1,1.39
4,164,2,0.93
4,164,3,1.39
4,164,4,3.36
4,164,5,5.1
4,164,6,8.46
4,166,0,0.12
4,166,1,0.12
4,166,2,0.23
4,166,3,0.12
4,166,4,0.46
4,166,5,0.46
4,166,6,0.23
4,170,0,1.16
4,170,1,0.46
4,170,2,1.04
4,170,3,0.7
4,170,4,2.55
4,170,5,2.2
4,170,6,2.32
4,186,0,2.2
4,186,1,1.51
4,186,2,1.85
4,186,3,1.39
4,186,4,2.43
4,186,5,3.48
4,186,6,5.1
4,194,6,0.12
4,202,5,0.12
4,209,2,0.12
4,209,3,0.12
4,209,4,0.35
4,209,6,0.35
4,211,0,0.12
4,211,1,0.12
4,211,2,0.12
4,211,3,0.46
4,211,4,0.46
4,211,5,2.43
4,211,6,2.78
4,224,3,0.12
4,224,4,0.23
4,224,5,0.58
4,224,6,0.46
4,229,0,1.16
4,229,1,0.7
4,229,2,1.04
4,229,3,0.93
4,229,4,1.62
4,229,5,3.24
4,229,6,3.24
4,230,0,4.4
4,230,1,3.01
4,230,2,3.48
4,230,3,2.2
4,230,4,5.33
4,230,5,6.03
4,230,6,8.34
4,231,0,0.81
4,231,1,0.23
4,231,2,1.62
4,231,3,0.93
4,231,4,1.39
4,231,5,3.36
4,231,6,3.01
4,232,4,0.12
4,232,5,0.81
4,232,6,1.04
4,233,0,0.58
4,233,1,0.7
4,233,2,0.46
4,233,3,1.04
4,233,4,1.62
4,233,5,1.16
4,233,6,1.39
4,234,0,0.93
4,234,1,0.23
4,234,2,0.46
4,234,3,0.58
4,234,4,1.51
4,234,5,3.71
4,234,6,4.63
4,236,0,0.23
4,236,1,0.58
4,236,2,0.46
4,236,3,0.7
4,236,4,1.16
4,236,5,0.58
4,236,6,1.16
4,237,0,0.7
4,237,1,1.04
4,237,2,0.58
4,237,3,0.23
4,237,4,0.81
4,237,5,0.93
4,237,6,0.7
4,238,0,0.93
4,238,1,0.7
4,238,2,0.7
4,238,3,1.74
4,238,4,0.93
4,238,5,0.81
4,238,6,1.04
4,239,0,0.58
4,239,1,0.7
4,239,2,0.58
4,239,3,0.81
4,239,4,1.04
4,239,5,1.62
4,239,6,1.39
4,243,0,0.12
4,244,1,0.12
4,244,4,0.12
4,244,6,0.35
4,246,0,1.51
4,246,2,0.23
4,246,3,1.97
4,246,4,0.81
4,246,5,8.0
4,246,6,8.57
4,249,0,1.04
4,249,1,1.27
4,249,2,1.16
4,249,3,1.97
4,249,4,2.09
4,249,5,9.04
4,249,6,12.63
4,261,1,0.12
4,261,2,0.12
4,261,3,0.46
4,261,4,0.23
4,261,5,0.23
4,261,6,0.46
4,262,0,0.81
4,262,1,0.58
4,262,2,1.27
4,262,3,0.93
4,262,4,0.58
4,262,5,1.39
4,262,6,1.39
4,263,0,1.27
4,263,1,0.93
4,263,2,1.85
4,263,3,1.51
4,263,4,1.27
4,263,5,3.36
4,263,6,3.48
5,4,0,0.12
5,4,3,0.23
5,4,5,0.12
5,4,6,0.35
5,12,3,0.12
5,13,0,0.23
5,13,1,0.35
5,13,2,0.12
5,13,3,0.81
5,13,4,0.81
5,13,5,0.23
5,24,0,0.23
5,24,1,0.23
5,24,2,0.35
5,24,3,0.35
5,24,4,0.12
5,24,5,0.23
5,41,0,0.23
5,41,1,0.46
5,41,2,0.35
5,41,3,0.12
5,41,4,0.46
5,41,6,0.46
5,42,0,0.23
5,42,1,0.12
5,42,2,0.12
5,42,3,0.12
5,42,5,0.23
5,42,6,0.35
5,43,0,0.46
5,43,1,0.93
5,43,2,0.58
5,43,3,0.81
5,43,4,0.93
5,43,5,0.46
5,43,6,0.35
5,45,5,0.12
5,45,6,0.12
5,48,0,6.6
5,48,1,9.15
5,48,2,7.65
5,48,3,7.07
5,48,4,5.56
5,48,5,3.48
5,48,6,5.56
5,50,0,0.46
5,50,1,0.12
5,50,2,0.12
5,50,3,0.81
5,50,4,0.46
5,50,5,0.81
5,50,6,0.58
5,68,0,1.85
5,68,1,2.78
5,68,2,1.97
5,68,3,2.32
5,68,4,1.74
5,68,5,1.97
5,68,6,2.09
5,74,0,0.46
5,74,1,0.23
5,74,2,0.12
5,74,3,0.12
5,74,4,0.58
5,74,5,0.7
5,74,6,0.7
5,75,0,0.81
5,75,1,0.7
5,75,2,1.51
5,75,3,1.27
5,75,4,0.58
5,75,5,0.58
5,75,6,0.81
5,79,0,1.85
5,79,1,1.51
5,79,2,1.51
5,79,3,2.55
5,79,4,1.51
5,79,5,3.94
5,79,6,4.87
5,87,0,0.23
5,87,1,0.35
5,87,2,0.23
5,87,3,0.23
5,87,4,0.7
5,87,5,0.46
5,87,6,0.58
5,88,4,0.12
5,90,0,0.81
5,90,1,1.04
5,90,2,1.16
5,90,3,0.93
5,90,4,1.39
5,90,5,2.09
5,90,6,2.78
5,100,0,6.84
5,100,1,7.53
5,100,2,7.53
5,100,3,7.18
5,100,4,6.14
5,100,5,3.82
5,100,6,2.2
5,107,0,1.85
5,107,1,1.85
5,107,2,2.67
5,107,3,2.09
5,107,4,3.36
5,107,5,2.9
5,107,6,3.24
5,113,0,0.35
5,113,1,0.46
5,113,2,0.12
5,113,3,0.35
5,113,4,0.58
5,113,5,0.23
5,113,6,0.12
5,114,0,0.58
5,114,1,0.46
5,114,2,0.23
5,114,3,0.12
5,114,4,0.58
5,114,5,0.93
5,114,6,0.81
5,116,0,0.12
5,116,1,0.46
5,116,2,0.23
5,116,3,0.12
5,116,4,0.46
5,116,5,0.12
5,116,6,0.46
5,125,1,0.12
5,125,3,0.35
5,125,4,0.46
5,125,5,0.23
5,125,6,0.93
5,137,0,1.04
5,137,1,0.81
5,137,2,1.74
5,137,3,1.27
5,137,4,1.04
5,137,5,1.39
5,137,6,3.01
5,140,0,1.39
5,140,1,1.51
5,140,2,2.32
5,140,3,2.43
5,140,4,1.97
5,140,5,1.04
5,140,6,1.74
5,141,0,2.67
5,141,1,2.32
5,141,2,2.9
5,141,3,2.55
5,141,4,2.2
5,141,5,1.39
5,141,6,2.2
5,142,0,2.43
5,142,1,1.27
5,142,2,1.39
5,142,3,2.32
5,142,4,2.55
5,142,5,0.81
5,142,6,1.51
5,143,0,0.46
5,143,1,0.35
5,143,2,0.7
5,143,3,0.46
5,143,4,1.39
5,143,5,0.7
5,143,6,0.23
5,144,0,0.12
5,144,2,0.12
5,144,4,0.12
5,144,5,0.23
5,144,6,0.58
5,148,0,0.23
5,148,1,0.12
5,148,2,0.46
5,148,3,0.58
5,148,4,0.7
5,148,5,1.74
5,148,6,3.59
5,151,0,0.7
5,151,1,0.93
5,151,2,1.27
5,151,3,0.58
5,151,4,0.58
5,151,5,0.58
5,151,6,0.46
5,152,0,0.12
5,152,1,0.35
5,152,2,0.23
5,152,3,0.12
5,152,4,0.35
5,152,5,0.12
5,158,0,0.23
5,158,1,0.12
5,158,2,0.12
5,158,3,0.46
5,158,4,0.35
5,158,5,0.23
5,158,6,0.23
5,161,0,2.09
5,161,1,2.2
5,161,2,2.43
5,161,3,2.55
5,161,4,2.78
5,161,5,1.62
5,161,6,1.97
5,162,0,4.52
5,162,1,2.78
5,162,2,4.06
5,162,3,4.4
5,162,4,6.6
5,162,5,3.01
5,162,6,3.36
5,163,0,1.51
5,163,1,1.85
5,163,2,1.85
5,163,3,2.32
5,163,4,1.97
5,163,5,2.67
5,163,6,3.36
5,164,0,1.62
5,164,1,1.39
5,164,2,1.74
5,164,3,1.85
5,164,4,2.67
5,164,5,2.43
5,164,6,2.9
5,166,0,0.58
5,166,1,0.58
5,166,2,0.23
5,166,3,0.23
5,166,4,0.58
5,166,5,0.58
5,166,6,0.46
5,170,0,2.43
5,170,1,2.55
5,170,2,2.55
5,170,3,3.13
5,170,4,2.43
5,170,5,1.51
5,170,6,1.27
5,186,0,8.0
5,186,1,9.15
5,186,2,10.78
5,186,3,8.11
5,186,4,10.31
5,186,5,3.36
5,186,6,2.9
5,194,3,0.12
5,209,0,0.12
5,209,1,0.12
5,209,3,0.23
5,209,4,0.12
5,209,5,0.12
5,209,6,0.12
5,211,0,0.12
5,211,1,0.23
5,211,2,0.23
5,211,3,0.12
5,211,4,0.35
5,211,5,0.35
5,211,6,0.7
5,224,0,0.12
5,224,1,0.12
5,224,2,0.23
5,224,3,0.23
5,224,5,0.12
5,229,0,0.7
5,229,1,1.39
5,229,2,1.16
5,229,3,1.04
5,229,4,1.51
5,229,5,0.93
5,229,6,1.39
5,230,0,4.75
5,230,1,3.13
5,230,2,4.06
5,230,3,3.82
5,230,4,5.1
5,230,5,5.1
5,230,6,6.95
5,231,0,0.81
5,231,1,1.62
5,231,2,1.04
5,231,3,0.7
5,231,4,1.39
5,231,5,0.81
5,231,6,0.93
5,232,1,0.12
5,232,2,0.12
5,232,4,0.12
5,232,6,0.23
5,233,0,1.62
5,233,1,0.81
5,233,2,0.81
5,233,3,1.16
5,233,4,2.09
5,233,5,1.62
5,233,6,1.74
5,234,0,1.04
5,234,1,0.58
5,234,2,0.93
5,234,3,0.93
5,234,4,1.16
5,234,5,1.27
5,234,6,0.93
5,236,0,1.27
5,236,1,1.62
5,236,2,2.32
5,236,3,1.39
5,236,4,2.55
5,236,5,0.7
5,236,6,0.7
5,237,0,1.16
5,237,1,1.51
5,237,2,2.43
5,237,3,1.97
5,237,4,1.51
5,237,5,0.93
5,237,6,0.58
5,238,0,2.78
5,238,1,3.01
5,238,2,1.97
5,238,3,2.55
5,238,4,3.24
5,238,5,1.16
5,238,6,1.16
5,239,0,1.97
5,239,1,1.62
5,239,2,2.67
5,239,3,4.17
5,239,4,2.78
5,239,5,1.74
5,239,6,1.16
5,243,4,0.12
5,244,0,0.12
5,244,1,0.12
5,244,4,0.12
5,244,5,0.12
5,246,0,0.23
5,246,1,0.58
5,246,2,0.7
5,246,3,0.12
5,246,4,0.23
5,246,5,0.7
5,246,6,0.46
5,249,0,1.16
5,249,1,0.93
5,249,2,0.46
5,249,3,1.16
5,249,4,1.62
5,249,5,2.78
5,249,6,2.32
5,261,0,0.46
5,261,1,0.7
5,261,2,0.23
5,261,3,0.35
5,261,4,0.46
5,261,5,0.46
5,261,6,0.58
5,262,0,1.85
5,262,1,2.43
5,262,2,2.55
5,262,3,2.2
5,262,4,2.43
5,262,5,1.16
5,262,6,1.27
5,263,0,2.9
5,263,1,2.78
5,263,2,2.2
5,263,3,3.24
5,263,4,4.17
5,263,5,1.85
5,263,6,1.85
6,4,0,0.12
6,4,1,0.12
6,4,2,0.12
6,4,3,0.12
6,4,6,0.12
6,13,0,0.58
6,13,1,1.39
6,13,2,1.74
6,13,3,1.16
6,13,4,0.93
6,13,5,0.58
6,13,6,0.93
6,24,0,0.81
6,24,1,0.58
6,24,2,1.04
6,24,3,1.39
6,24,4,0.81
6,24,5,0.46
6,24,6,0.12
6,41,0,1.74
6,41,1,1.39
6,41,2,0.93
6,41,3,0.81
6,41,4,1.39
6,41,5,0.81
6,41,6,0.93
6,42,0,0.7
6,42,1,0.58
6,42,2,0.23
6,42,3,0.7
6,42,4,0.46
6,42,5,0.12
6,42,6,0.23
6,43,0,1.51
6,43,1,2.55
6,43,2,2.2
6,43,3,1.85
6,43,4,2.2
6,43,5,0.7
6,43,6,0.7
6,45,0,0.23
6,45,1,0.12
6,45,2,0.12
6,45,3,0.12
6,45,5,0.12
6,48,0,11.59
6,48,1,15.64
6,48,2,16.34
6,48,3,13.79
6,48,4,12.4
6,48,5,6.6
6,48,6,6.6
6,50,0,0.46
6,50,1,1.85
6,50,2,0.81
6,50,3,0.93
6,50,4,1.16
6,50,5,0.93
6,50,6,0.93
6,68,0,4.63
6,68,1,5.79
6,68,2,5.56
6,68,3,5.45
6,68,4,5.45
6,68,5,4.06
6,68,6,2.43
6,74,0,0.58
6,74,1,1.27
6,74,2,1.51
6,74,3,1.04
6,74,4,1.27
6,74,5,1.04
6,74,6,0.46
6,75,0,1.27
6,75,1,1.39
6,75,2,2.43
6,75,3,2.2
6,75,4,1.74
6,75,5,1.62
6,75,6,1.97
6,79,0,4.75
6,79,1,4.87
6,79,2,4.17
6,79,3,4.4
6,79,4,4.06
6,79,5,2.43
6,79,6,4.29
6,87,0,0.81
6,87,1,0.7
6,87,2,0.81
6,87,3,1.51
6,87,4,0.35
6,87,5,0.46
6,87,6,0.46
6,88,0,0.35
6,88,1,0.23
6,88,3,0.12
6,88,4,0.12
6,88,6,0.23
6,90,0,2.2
6,90,1,3.59
6,90,2,3.36
6,90,3,3.48
6,90,4,2.55
6,90,5,1.27
6,90,6,1.85
6,100,0,15.18
6,100,1,16.34
6,100,2,16.11
6,100,3,15.64
6,100,4,11.82
6,100,5,5.33
6,100,6,3.82
6,107,0,5.56
6,107,1,4.29
6,107,2,7.07
6,107,3,6.84
6,107,4,6.72
6,107,5,2.78
6,107,6,4.06
6,113,0,1.85
6,113,1,1.62
6,113,2,1.62
6,113,3,2.9
6,113,4,1.62
6,113,5,0.93
6,113,6,1.16
6,114,0,0.58
6,114,1,1.62
6,114,2,1.04
6,114,3,1.62
6,114,4,0.58
6,114,5,1.27
6,114,6,0.93
6,116,0,0.7
6,116,1,0.7
6,116,2,0.46
6,116,3,0.58
6,116,4,0.35
6,116,5,0.46
6,125,0,1.51
6,125,1,0.93
6,125,2,1.27
6,125,3,0.35
6,125,4,0.58
6,125,5,0.58
6,125,6,0.35
6,127,3,0.12
6,137,0,2.67
6,137,1,3.13
6,137,2,4.75
6,137,3,3.01
6,137,4,3.24
6,137,5,2.43
6,137,6,1.51
6,140,0,7.76
6,140,1,7.07
6,140,2,7.42
6,140,3,7.18
6,140,4,6.37
6,140,5,2.43
6,140,6,2.55
6,141,0,6.95
6,141,1,8.92
6,141,2,8.69
6,141,3,9.15
6,141,4,8.57
6,141,5,2.78
6,141,6,2.9
6,142,0,5.1
6,142,1,5.68
6,142,2,3.82
6,142,3,5.21
6,142,4,5.45
6,142,5,2.67
6,142,6,1.85
6,143,0,2.55
6,143,1,2.55
6,143,2,4.52
6,143,3,3.24
6,143,4,2.2
6,143,5,1.39
6,143,6,0.93
6,144,0,0.12
6,144,1,0.35
6,144,2,0.23
6,144,3,0.58
6,144,4,0.35
6,144,5,0.23
6,148,0,0.46
6,148,1,0.35
6,148,2,0.93
6,148,3,0.7
6,148,4,1.04
6,148,5,0.81
6,148,6,1.74
6,151,0,3.48
6,151,1,2.78
6,151,2,2.78
6,151,3,3.36
6,151,4,3.82
6,151,5,1.62
6,151,6,1.39
6,152,0,1.04
6,152,2,0.23
6,152,3,0.58
6,152,4,0.58
6,152,5,0.12
6,152,6,0.12
6,158,0,0.46
6,158,1,0.58
6,158,2,1.62
6,158,3,1.16
6,158,4,0.93
6,158,5,0.12
6,158,6,0.35
6,161,0,5.45
6,161,1,5.79
6,161,2,7.07
6,161,3,8.11
6,161,4,5.33
6,161,5,3.82
6,161,6,3.13
6,162,0,11.36
6,162,1,13.21
6,162,2,12.51
6,162,3,12.98
6,162,4,11.82
6,162,5,5.68
6,162,6,5.68
6,163,0,4.06
6,163,1,2.9
6,163,2,3.48
6,163,3,4.29
6,163,4,4.29
6,163,5,1.39
6,163,6,2.55
6,164,0,2.67
6,164,1,3.94
6,164,2,3.59
6,164,3,3.82
6,164,4,3.59
6,164,5,1.51
6,164,6,1.85
6,166,0,1.27
6,166,1,1.04
6,166,2,0.93
6,166,3,1.62
6,166,4,1.62
6,166,5,0.12
6,166,6,1.27
6,170,0,7.18
6,170,1,10.43
6,170,2,8.69
6,170,3,9.5
6,170,4,6.6
6,170,5,3.71
6,170,6,3.13
6,186,0,24.57
6,186,1,25.61
6,186,2,28.97
6,186,3,26.77
6,186,4,23.17
6,186,5,8.57
6,186,6,6.26
6,209,0,0.23
6,209,3,0.12
6,209,4,0.12
6,209,6,0.12
6,211,0,0.35
6,211,1,0.81
6,211,2,0.93
6,211,3,0.7
6,211,4,0.46
6,211,5,0.23
6,211,6,0.35
6,224,0,0.81
6,224,1,0.81
6,224,2,0.35
6,224,3,0.46
6,224,4,0.35
6,224,5,0.12
6,224,6,0.23
6,229,0,4.75
6,229,1,5.21
6,229,2,4.87
6,229,3,5.1
6,229,4,4.98
6,229,5,2.78
6,229,6,2.2
6,230,0,4.98
6,230,1,4.87
6,230,2,7.18
6,230,3,8.23
6,230,4,7.3
6,230,5,4.87
6,230,6,6.84
6,231,0,2.55
6,231,1,1.97
6,231,2,2.67
6,231,3,2.32
6,231,4,1.04
6,231,5,0.23
6,231,6,1.04
6,232,1,0.12
6,232,2,0.46
6,232,3,0.35
6,232,4,0.23
6,232,5,0.23
6,232,6,0.12
6,233,0,3.71
6,233,1,3.48
6,233,2,4.29
6,233,3,6.03
6,233,4,6.03
6,233,5,2.55
6,233,6,2.43
6,234,0,3.01
6,234,1,2.2
6,234,2,3.48
6,234,3,3.59
6,234,4,4.06
6,234,5,1.16
6,234,6,0.46
6,236,0,10.31
6,236,1,12.05
6,236,2,15.53
6,236,3,15.3
6,236,4,11.12
6,236,5,4.17
6,236,6,3.36
6,237,0,7.3
6,237,1,10.89
6,237,2,7.53
6,237,3,8.34
6,237,4,8.23
6,237,5,3.13
6,237,6,3.01
6,238,0,8.46
6,238,1,8.81
6,238,2,10.08
6,238,3,8.0
6,238,4,7.76
6,238,5,3.13
6,238,6,2.67
6,239,0,8.57
6,239,1,7.42
6,239,2,7.88
6,239,3,8.46
6,239,4,7.42
6,239,5,2.43
6,239,6,1.74
6,243,5,0.12
6,244,0,0.7
6,244,1,0.35
6,244,2,0.35
6,244,3,0.46
6,244,4,0.7
6,244,5,0.12
6,244,6,0.23
6,246,0,1.27
6,246,1,0.7
6,246,2,0.81
6,246,3,1.74
6,246,4,0.81
6,246,5,0.35
6,246,6,0.35
6,249,0,2.55
6,249,1,3.36
6,249,2,3.94
6,249,3,4.4
6,249,4,2.32
6,249,5,1.27
6,249,6,1.04
6,261,0,0.58
6,261,1,0.46
6,261,2,0.35
6,261,3,0.12
6,261,4,0.58
6,261,5,0.35
6,261,6,0.35
6,262,0,8.46
6,262,1,9.27
6,262,2,10.43
6,262,3,9.62
6,262,4,7.65
6,262,5,2.67
6,262,6,3.01
6,263,0,7.65
6,263,1,7.53
6,263,2,7.3
6,263,3,9.04
6,263,4,7.3
6,263,5,5.21
6,263,6,4.75
7,4,0,0.46
7,4,1,0.46
7,4,2,0.35
7,4,4,0.7
7,4,5,0.12
7,12,3,0.23
7,12,5,0.12
7,12,6,0.23
7,13,0,2.55
7,13,1,2.67
7,13,2,3.71
7,13,3,5.21
7,13,4,3.13
7,13,5,0.58
7,13,6,0.58
7,24,0,2.43
7,24,1,4.63
7,24,2,2.43
7,24,3,3.01
7,24,4,3.13
7,24,5,1.16
7,24,6,0.93
7,41,0,1.97
7,41,1,3.24
7,41,2,2.43
7,41,3,3.71
7,41,4,2.2
7,41,5,0.93
7,41,6,1.04
7,42,0,0.81
7,42,1,1.27
7,42,2,1.16
7,42,3,1.04
7,42,4,0.93
7,42,5,0.7
7,42,6,0.46
7,43,0,5.56
7,43,1,5.68
7,43,2,5.68
7,43,3,5.79
7,43,4,7.07
7,43,5,2.43
7,43,6,1.74
7,45,0,0.35
7,45,1,0.12
7,45,3,0.35
7,45,6,0.46
7,48,0,17.03
7,48,1,17.61
7,48,2,17.73
7,48,3,17.5
7,48,4,14.72
7,48,5,8.46
7,48,6,7.3
7,50,0,3.48
7,50,1,4.29
7,50,2,3.82
7,50,3,4.29
7,50,4,2.9
7,50,5,1.16
7,50,6,1.39
7,68,0,9.04
7,68,1,12.17
7,68,2,9.62
7,68,3,9.5
7,68,4,8.92
7,68,5,3.94
7,68,6,4.06
7,74,0,2.09
7,74,1,3.36
7,74,2,2.55
7,74,3,2.09
7,74,4,1.97
7,74,5,1.04
7,74,6,1.16
7,75,0,4.63
7,75,1,5.68
7,75,2,6.26
7,75,3,5.68
7,75,4,4.29
7,75,5,3.36
7,75,6,2.55
7,79,0,7.53
7,79,1,9.5
7,79,2,8.23
7,79,3,8.81
7,79,4,7.76
7,79,5,3.24
7,79,6,2.55
7,87,0,1.62
7,87,1,2.32
7,87,2,1.97
7,87,3,2.43
7,87,4,1.74
7,87,5,0.81
7,87,6,0.35
7,88,0,0.23
7,88,1,0.7
7,88,2,0.46
7,88,3,0.93
7,88,4,0.58
7,88,5,0.46
7,88,6,0.12
7,90,0,5.33
7,90,1,6.37
7,90,2,7.18
7,90,3,9.04
7,90,4,7.53
7,90,5,3.13
7,90,6,3.24
7,100,0,13.79
7,100,1,15.87
7,100,2,17.73
7,100,3,16.69
7,100,4,11.94
7,100,5,5.21
7,100,6,4.29
7,107,0,14.6
7,107,1,16.57
7,107,2,16.11
7,107,3,16.92
7,107,4,12.63
7,107,5,6.14
7,107,6,4.75
7,113,0,6.49
7,113,1,6.37
7,113,2,7.07
7,113,3,7.42
7,113,4,3.82
7,113,5,2.2
7,113,6,0.93
7,114,0,1.85
7,114,1,0.93
7,114,2,1.85
7,114,3,2.78
7,114,4,1.39
7,114,5,0.58
7,114,6,0.58
7,116,0,0.81
7,116,1,1.62
7,116,2,1.74
7,116,3,1.62
7,116,4,1.62
7,116,5,0.46
7,116,6,0.7
7,125,0,1.62
